image,CER,model,feature,source_file
Minous dempsterae_Sp4_L (159).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (16).tif,0.2083333333333333,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (160).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (161).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (162).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (163).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (164).tif,0.2083333333333333,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (165).tif,0.2083333333333333,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (166).tif,0.2083333333333333,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (167).tif,0.2083333333333333,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (168).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (169).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (17).tif,0.2083333333333333,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (170).tif,0.2083333333333333,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (171).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (172).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (173).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (174).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (175).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (176).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (177).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (178).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (179).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (18).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (180).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (181).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (182).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (183).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (184).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (185).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (186).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (187).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (188).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (189).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (19).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (190).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (191).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (192).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (193).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (194).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (195).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (196).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (197).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (198).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (199).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (2).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (20).tif,0.2083333333333333,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (200).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (201).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (202).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (203).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (21).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (22).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (23).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (24).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (25).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (26).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (27).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (28).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (29).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (3).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (30).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (31).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (32).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (33).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (34).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (35).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (36).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (37).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (38).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (39).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (4).tif,0.2083333333333333,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (40).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (41).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (42).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (43).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (44).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (45).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (46).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (47).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (48).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (49).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (5).tif,0.2083333333333333,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (50).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (51).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (52).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (53).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (54).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (55).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (56).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (57).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (58).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (59).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (6).tif,0.2083333333333333,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (60).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (61).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (62).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (63).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (64).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (65).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (66).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (67).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (68).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (69).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (7).tif,0.2083333333333333,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (70).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (71).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (72).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (73).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (74).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (75).tif,0.2083333333333333,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (76).tif,0.2083333333333333,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (77).tif,0.2083333333333333,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (78).tif,0.2083333333333333,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (79).tif,0.2083333333333333,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (8).tif,0.2083333333333333,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (80).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (81).tif,0.2083333333333333,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (82).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (83).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (84).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (85).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (86).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (87).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (88).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (89).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (9).tif,0.2083333333333333,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (90).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (91).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (92).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (93).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (94).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (95).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (96).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (97).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Minous dempsterae_Sp4_L (98).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
AD24 1.6XTDORSAL4.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
AD38L 1.6X.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
AD3R 1.6X.tif,1.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
AD42R 1.6X.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
AD50R 1.6X.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
AD54L 1.6X.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
AD54R 1.6X.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
AD58R 1.6X.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
AD5L 1.6X.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
AD62L 1.6X.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
AD64R 1.6X.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
AD6L 1.6X.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
AD75R 1.6X.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
m trachy dorsal2.tif,0.6388888888888888,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
m trachy4 dorsal 2.0 x1.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
AB32R 1.0X.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
AB37R 1.0.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
AB8R 1.0X.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
PSP39801126.tif,0.5,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
PSP39807020.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
PSP39807022.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
PSP39807026.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
PSP39807030.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
PSP39807069.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
PSP39807077.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
PSP39807078.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
PSP39807096.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
PSP39807107.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Platy ind 1 dorsal1 1.25x4.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Platy ind 4 dorsal 1.25x.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Platy ind 4 dorsal 1.25x2.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Platy ind 4 dorsal 1.25x3.tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (1).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (10).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (11).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (12).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (13).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (14).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (15).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (16).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (17).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (18).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (19).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (2).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (20).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (21).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (22).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (23).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (24).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (25).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (26).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (27).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (28).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (29).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (3).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (30).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (31).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (32).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (33).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (4).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (5).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (6).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (7).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (8).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp10_R (9).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (1).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (10).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (11).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (12).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (13).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (14).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (15).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (16).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (17).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (18).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (19).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (2).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (20).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (21).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (22).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (23).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (24).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (25).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (26).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (27).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (28).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (29).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (3).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (30).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (31).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (32).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (33).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (34).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (4).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (5).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (6).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (7).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (8).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_L (9).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_R (1).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_R (10).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_R (11).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_R (12).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_R (13).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_R (14).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_R (15).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_R (16).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_R (17).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_R (18).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_R (19).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
Polymixia fusca_Sp6_R (2).tif,0.0,LLaMA-3.2 Vision,Cauda,cauda_cer_llama.csv
